submission_id,QUD,RT,age,condition,experiment_id,gender,optionLeft,optionRight,question,response,startDate,startTime,trial_name,trial_number
2668,NA,NA,47,3,258,female,NA,NA,Germany should open its borders for all refugees,4,Wed Aug 18 2021 10:16:15 GMT+0200 (Mitteleuropäische Sommerzeit),1629274575349,rate_statement,1
2668,NA,NA,47,3,258,female,NA,NA,Call the police or do nothing ?,2,Wed Aug 18 2021 10:16:15 GMT+0200 (Mitteleuropäische Sommerzeit),1629274575349,experimental_trial,1
2668,,30205,47,3,258,female,very bad,very good,How did you feel about your choice ?,4,Wed Aug 18 2021 10:16:15 GMT+0200 (Mitteleuropäische Sommerzeit),1629274575349,fit_backstory_fake_rating,1
2668,NA,NA,47,3,258,female,NA,NA,Which of the following is true about the previous study?,incorrect,Wed Aug 18 2021 10:16:15 GMT+0200 (Mitteleuropäische Sommerzeit),1629274575349,understanding_check,1
2668,NA,NA,47,3,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,6,Wed Aug 18 2021 10:16:15 GMT+0200 (Mitteleuropäische Sommerzeit),1629274575349,identity_check_Pro ,1
2668,NA,NA,47,3,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,2,Wed Aug 18 2021 10:16:15 GMT+0200 (Mitteleuropäische Sommerzeit),1629274575349,identity_check_Anti ,1
2668,,25039,47,3,258,female,NA,NA,Which of the following statements is true?,correct,Wed Aug 18 2021 10:16:15 GMT+0200 (Mitteleuropäische Sommerzeit),1629274575349,understanding_check2,1
2668,,10047,47,3,258,female,not at all,very strongly,Please rate how much you agree with the following statement: <br />,6,Wed Aug 18 2021 10:16:15 GMT+0200 (Mitteleuropäische Sommerzeit),1629274575349,sympathy_rating,1
2664,NA,NA,52,2,258,female,NA,NA,Please select the topic you care about the most,Refugees,Wed Aug 18 2021 08:06:30 GMT+0200 (Central European Summer Time),1629266790628,choice_of_political_topic,1
2664,NA,NA,52,2,258,female,NA,NA,Germany should open its borders for all refugees,2,Wed Aug 18 2021 08:06:30 GMT+0200 (Central European Summer Time),1629266790628,rate_statement,1
2664,NA,NA,52,2,258,female,NA,NA,Call the police or do nothing ?,4,Wed Aug 18 2021 08:06:30 GMT+0200 (Central European Summer Time),1629266790628,experimental_trial,1
2664,,10409,52,2,258,female,very bad,very good,How did you feel about your choice ?,4,Wed Aug 18 2021 08:06:30 GMT+0200 (Central European Summer Time),1629266790628,fit_backstory_fake_rating,1
2664,NA,NA,52,2,258,female,NA,NA,Which of the following is true about the previous study?,correct,Wed Aug 18 2021 08:06:30 GMT+0200 (Central European Summer Time),1629266790628,understanding_check,1
2664,NA,NA,52,2,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,5,Wed Aug 18 2021 08:06:30 GMT+0200 (Central European Summer Time),1629266790628,identity_check_Pro ,1
2664,NA,NA,52,2,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,2,Wed Aug 18 2021 08:06:30 GMT+0200 (Central European Summer Time),1629266790628,identity_check_Anti ,1
2664,,13163,52,2,258,female,NA,NA,Which of the following statements is true?,correct,Wed Aug 18 2021 08:06:30 GMT+0200 (Central European Summer Time),1629266790628,understanding_check2,1
2664,,22978,52,2,258,female,not at all,very strongly,Please rate how much you agree with the following statement: <br />,7,Wed Aug 18 2021 08:06:30 GMT+0200 (Central European Summer Time),1629266790628,sympathy_rating,1
2663,NA,NA,54,3,258,male,NA,NA,Please select the topic you care about the most,Taxing religious organization,Wed Aug 18 2021 07:52:42 GMT+0200 (Central European Summer Time),1629265962652,choice_of_political_topic,1
2663,NA,NA,54,3,258,male,NA,NA,Religious organizations should be taxed,5,Wed Aug 18 2021 07:52:42 GMT+0200 (Central European Summer Time),1629265962652,rate_statement,1
2663,NA,NA,54,3,258,male,NA,NA,Call the police or do nothing ?,6,Wed Aug 18 2021 07:52:42 GMT+0200 (Central European Summer Time),1629265962652,experimental_trial,1
2663,,5102,54,3,258,male,very bad,very good,How did you feel about your choice ?,7,Wed Aug 18 2021 07:52:42 GMT+0200 (Central European Summer Time),1629265962652,fit_backstory_fake_rating,1
2663,NA,NA,54,3,258,male,NA,NA,Which of the following is true about the previous study?,correct,Wed Aug 18 2021 07:52:42 GMT+0200 (Central European Summer Time),1629265962652,understanding_check,1
2663,NA,NA,54,3,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,5,Wed Aug 18 2021 07:52:42 GMT+0200 (Central European Summer Time),1629265962652,identity_check_Pro ,1
2663,NA,NA,54,3,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,6,Wed Aug 18 2021 07:52:42 GMT+0200 (Central European Summer Time),1629265962652,identity_check_Anti ,1
2663,,22197,54,3,258,male,NA,NA,Which of the following statements is true?,correct,Wed Aug 18 2021 07:52:42 GMT+0200 (Central European Summer Time),1629265962652,understanding_check2,1
2663,,15836,54,3,258,male,not at all,very strongly,Please rate how much you agree with the following statement: <br />,4,Wed Aug 18 2021 07:52:42 GMT+0200 (Central European Summer Time),1629265962652,sympathy_rating,1
2661,NA,NA,48,1,258,female,NA,NA,Please select the topic you care about the most,Refugees,Wed Aug 18 2021 07:48:13 GMT+0200 (CEST),1629265693582,choice_of_political_topic,1
2661,NA,NA,48,1,258,female,NA,NA,Germany should open its borders for all refugees,3,Wed Aug 18 2021 07:48:13 GMT+0200 (CEST),1629265693582,rate_statement,1
2661,NA,NA,48,1,258,female,NA,NA,Call the police or do nothing ?,1,Wed Aug 18 2021 07:48:13 GMT+0200 (CEST),1629265693582,experimental_trial,1
2661,,4974,48,1,258,female,very bad,very good,How did you feel about your choice ?,7,Wed Aug 18 2021 07:48:13 GMT+0200 (CEST),1629265693582,fit_backstory_fake_rating,1
2661,NA,NA,48,1,258,female,NA,NA,Which of the following is true about the previous study?,correct,Wed Aug 18 2021 07:48:13 GMT+0200 (CEST),1629265693582,understanding_check,1
2661,NA,NA,48,1,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,4,Wed Aug 18 2021 07:48:13 GMT+0200 (CEST),1629265693582,identity_check_Pro ,1
2661,NA,NA,48,1,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Wed Aug 18 2021 07:48:13 GMT+0200 (CEST),1629265693582,identity_check_Anti ,1
2661,,11054,48,1,258,female,NA,NA,Which of the following statements is true?,correct,Wed Aug 18 2021 07:48:13 GMT+0200 (CEST),1629265693582,understanding_check2,1
2661,,18187,48,1,258,female,not at all,very strongly,Please rate how much you agree with the following statement: <br />,7,Wed Aug 18 2021 07:48:13 GMT+0200 (CEST),1629265693582,sympathy_rating,1
2655,NA,NA,20,3,258,female,NA,NA,Please select the topic you care about the most,Refugees,Wed Aug 18 2021 00:09:18 GMT+0200 (Mitteleuropäische Sommerzeit),1629238158736,choice_of_political_topic,1
2655,NA,NA,20,3,258,female,NA,NA,Germany should open its borders for all refugees,5,Wed Aug 18 2021 00:09:18 GMT+0200 (Mitteleuropäische Sommerzeit),1629238158736,rate_statement,1
2655,NA,NA,20,3,258,female,NA,NA,Call the police or do nothing ?,5,Wed Aug 18 2021 00:09:18 GMT+0200 (Mitteleuropäische Sommerzeit),1629238158736,experimental_trial,1
2655,,4069,20,3,258,female,very bad,very good,How did you feel about your choice ?,5,Wed Aug 18 2021 00:09:18 GMT+0200 (Mitteleuropäische Sommerzeit),1629238158736,fit_backstory_fake_rating,1
2655,NA,NA,20,3,258,female,NA,NA,Which of the following is true about the previous study?,incorrect,Wed Aug 18 2021 00:09:18 GMT+0200 (Mitteleuropäische Sommerzeit),1629238158736,understanding_check,1
2655,NA,NA,20,3,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,6,Wed Aug 18 2021 00:09:18 GMT+0200 (Mitteleuropäische Sommerzeit),1629238158736,identity_check_Pro ,1
2655,NA,NA,20,3,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Wed Aug 18 2021 00:09:18 GMT+0200 (Mitteleuropäische Sommerzeit),1629238158736,identity_check_Anti ,1
2655,,16016,20,3,258,female,NA,NA,Which of the following statements is true?,correct,Wed Aug 18 2021 00:09:18 GMT+0200 (Mitteleuropäische Sommerzeit),1629238158736,understanding_check2,1
2655,,12871,20,3,258,female,not at all,very strongly,Please rate how much you agree with the following statement: <br />,7,Wed Aug 18 2021 00:09:18 GMT+0200 (Mitteleuropäische Sommerzeit),1629238158736,sympathy_rating,1
2653,NA,NA,22,2,258,male,NA,NA,Please select the topic you care about the most,Drug legalization,Tue Aug 17 2021 23:16:24 GMT+0200 (CEST),1629234984991,choice_of_political_topic,1
2653,NA,NA,22,2,258,male,NA,NA,Possession of drugs should be legalized,4,Tue Aug 17 2021 23:16:24 GMT+0200 (CEST),1629234984991,rate_statement,1
2653,NA,NA,22,2,258,male,NA,NA,Call the police or do nothing ?,4,Tue Aug 17 2021 23:16:24 GMT+0200 (CEST),1629234984991,experimental_trial,1
2653,,6984,22,2,258,male,very bad,very good,How did you feel about your choice ?,7,Tue Aug 17 2021 23:16:24 GMT+0200 (CEST),1629234984991,fit_backstory_fake_rating,1
2653,NA,NA,22,2,258,male,NA,NA,Which of the following is true about the previous study?,correct,Tue Aug 17 2021 23:16:24 GMT+0200 (CEST),1629234984991,understanding_check,1
2653,NA,NA,22,2,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,7,Tue Aug 17 2021 23:16:24 GMT+0200 (CEST),1629234984991,identity_check_Pro ,1
2653,NA,NA,22,2,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Tue Aug 17 2021 23:16:24 GMT+0200 (CEST),1629234984991,identity_check_Anti ,1
2653,,12954,22,2,258,male,NA,NA,Which of the following statements is true?,correct,Tue Aug 17 2021 23:16:24 GMT+0200 (CEST),1629234984991,understanding_check2,1
2653,,11362,22,2,258,male,not at all,very strongly,Please rate how much you agree with the following statement: <br />,4,Tue Aug 17 2021 23:16:24 GMT+0200 (CEST),1629234984991,sympathy_rating,1
2649,NA,NA,61,3,258,female,NA,NA,Please select the topic you care about the most,Refugees,Tue Aug 17 2021 20:02:41 GMT+0200 (Mitteleuropäische Sommerzeit),1629223361501,choice_of_political_topic,1
2649,NA,NA,61,3,258,female,NA,NA,Germany should open its borders for all refugees,3,Tue Aug 17 2021 20:02:41 GMT+0200 (Mitteleuropäische Sommerzeit),1629223361501,rate_statement,1
2649,NA,NA,61,3,258,female,NA,NA,Call the police or do nothing ?,1,Tue Aug 17 2021 20:02:41 GMT+0200 (Mitteleuropäische Sommerzeit),1629223361501,experimental_trial,1
2649,,14270,61,3,258,female,very bad,very good,How did you feel about your choice ?,7,Tue Aug 17 2021 20:02:41 GMT+0200 (Mitteleuropäische Sommerzeit),1629223361501,fit_backstory_fake_rating,1
2649,NA,NA,61,3,258,female,NA,NA,Which of the following is true about the previous study?,incorrect,Tue Aug 17 2021 20:02:41 GMT+0200 (Mitteleuropäische Sommerzeit),1629223361501,understanding_check,1
2649,NA,NA,61,3,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,4,Tue Aug 17 2021 20:02:41 GMT+0200 (Mitteleuropäische Sommerzeit),1629223361501,identity_check_Pro ,1
2649,NA,NA,61,3,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Tue Aug 17 2021 20:02:41 GMT+0200 (Mitteleuropäische Sommerzeit),1629223361501,identity_check_Anti ,1
2649,,23347,61,3,258,female,NA,NA,Which of the following statements is true?,incorrect,Tue Aug 17 2021 20:02:41 GMT+0200 (Mitteleuropäische Sommerzeit),1629223361501,understanding_check2,1
2649,,62140,61,3,258,female,not at all,very strongly,Please rate how much you agree with the following statement: <br />,5,Tue Aug 17 2021 20:02:41 GMT+0200 (Mitteleuropäische Sommerzeit),1629223361501,sympathy_rating,1
2647,NA,NA,21,4,258,other,NA,NA,Please select the topic you care about the most,Refugees,Tue Aug 17 2021 19:22:59 GMT+0200 (Mitteleuropäische Sommerzeit),1629220979541,choice_of_political_topic,1
2647,NA,NA,21,4,258,other,NA,NA,Germany should open its borders for all refugees,5,Tue Aug 17 2021 19:22:59 GMT+0200 (Mitteleuropäische Sommerzeit),1629220979541,rate_statement,1
2647,NA,NA,21,4,258,other,NA,NA,Call the police or do nothing ?,6,Tue Aug 17 2021 19:22:59 GMT+0200 (Mitteleuropäische Sommerzeit),1629220979541,experimental_trial,1
2647,,3340,21,4,258,other,very bad,very good,How did you feel about your choice ?,7,Tue Aug 17 2021 19:22:59 GMT+0200 (Mitteleuropäische Sommerzeit),1629220979541,fit_backstory_fake_rating,1
2647,NA,NA,21,4,258,other,NA,NA,Which of the following is true about the previous study?,correct,Tue Aug 17 2021 19:22:59 GMT+0200 (Mitteleuropäische Sommerzeit),1629220979541,understanding_check,1
2647,NA,NA,21,4,258,other,NA,NA,Please rate how much you agree or disagree with the following statements:,5,Tue Aug 17 2021 19:22:59 GMT+0200 (Mitteleuropäische Sommerzeit),1629220979541,identity_check_Pro ,1
2647,NA,NA,21,4,258,other,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Tue Aug 17 2021 19:22:59 GMT+0200 (Mitteleuropäische Sommerzeit),1629220979541,identity_check_Anti ,1
2647,,15840,21,4,258,other,NA,NA,Which of the following statements is true?,incorrect,Tue Aug 17 2021 19:22:59 GMT+0200 (Mitteleuropäische Sommerzeit),1629220979541,understanding_check2,1
2647,,12920,21,4,258,other,not at all,very strongly,Please rate how much you agree with the following statement: <br />,6,Tue Aug 17 2021 19:22:59 GMT+0200 (Mitteleuropäische Sommerzeit),1629220979541,sympathy_rating,1
2644,NA,NA,22,2,258,female,NA,NA,Please select the topic you care about the most,AfD,Tue Aug 17 2021 17:25:37 GMT+0200 (Mitteleuropäische Sommerzeit),1629213937617,choice_of_political_topic,1
2644,NA,NA,22,2,258,female,NA,NA,AfD winning the next federal election will be good for Germany,-5,Tue Aug 17 2021 17:25:37 GMT+0200 (Mitteleuropäische Sommerzeit),1629213937617,rate_statement,1
2644,NA,NA,22,2,258,female,NA,NA,Call the police or do nothing ?,5,Tue Aug 17 2021 17:25:37 GMT+0200 (Mitteleuropäische Sommerzeit),1629213937617,experimental_trial,1
2644,,3081,22,2,258,female,very bad,very good,How did you feel about your choice ?,7,Tue Aug 17 2021 17:25:37 GMT+0200 (Mitteleuropäische Sommerzeit),1629213937617,fit_backstory_fake_rating,1
2644,NA,NA,22,2,258,female,NA,NA,Which of the following is true about the previous study?,correct,Tue Aug 17 2021 17:25:37 GMT+0200 (Mitteleuropäische Sommerzeit),1629213937617,understanding_check,1
2644,NA,NA,22,2,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Tue Aug 17 2021 17:25:37 GMT+0200 (Mitteleuropäische Sommerzeit),1629213937617,identity_check_Pro ,1
2644,NA,NA,22,2,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,5,Tue Aug 17 2021 17:25:37 GMT+0200 (Mitteleuropäische Sommerzeit),1629213937617,identity_check_Anti ,1
2644,,11524,22,2,258,female,NA,NA,Which of the following statements is true?,correct,Tue Aug 17 2021 17:25:37 GMT+0200 (Mitteleuropäische Sommerzeit),1629213937617,understanding_check2,1
2644,,14432,22,2,258,female,not at all,very strongly,Please rate how much you agree with the following statement: <br />,6,Tue Aug 17 2021 17:25:37 GMT+0200 (Mitteleuropäische Sommerzeit),1629213937617,sympathy_rating,1
2642,NA,NA,35,1,258,prefer_not_to_say,NA,NA,Please select the topic you care about the most,AfD,Tue Aug 17 2021 16:54:44 GMT+0200 (Mitteleuropäische Sommerzeit),1629212084675,choice_of_political_topic,1
2642,NA,NA,35,1,258,prefer_not_to_say,NA,NA,AfD winning the next federal election will be good for Germany,5,Tue Aug 17 2021 16:54:44 GMT+0200 (Mitteleuropäische Sommerzeit),1629212084675,rate_statement,1
2642,NA,NA,35,1,258,prefer_not_to_say,NA,NA,Call the police or do nothing ?,6,Tue Aug 17 2021 16:54:44 GMT+0200 (Mitteleuropäische Sommerzeit),1629212084675,experimental_trial,1
2642,,5406,35,1,258,prefer_not_to_say,very bad,very good,How did you feel about your choice ?,7,Tue Aug 17 2021 16:54:44 GMT+0200 (Mitteleuropäische Sommerzeit),1629212084675,fit_backstory_fake_rating,1
2642,NA,NA,35,1,258,prefer_not_to_say,NA,NA,Which of the following is true about the previous study?,correct,Tue Aug 17 2021 16:54:44 GMT+0200 (Mitteleuropäische Sommerzeit),1629212084675,understanding_check,1
2642,NA,NA,35,1,258,prefer_not_to_say,NA,NA,Please rate how much you agree or disagree with the following statements:,5,Tue Aug 17 2021 16:54:44 GMT+0200 (Mitteleuropäische Sommerzeit),1629212084675,identity_check_Pro ,1
2642,NA,NA,35,1,258,prefer_not_to_say,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Tue Aug 17 2021 16:54:44 GMT+0200 (Mitteleuropäische Sommerzeit),1629212084675,identity_check_Anti ,1
2642,,23399,35,1,258,prefer_not_to_say,NA,NA,Which of the following statements is true?,incorrect,Tue Aug 17 2021 16:54:44 GMT+0200 (Mitteleuropäische Sommerzeit),1629212084675,understanding_check2,1
2642,,17883,35,1,258,prefer_not_to_say,not at all,very strongly,Please rate how much you agree with the following statement: <br />,4,Tue Aug 17 2021 16:54:44 GMT+0200 (Mitteleuropäische Sommerzeit),1629212084675,sympathy_rating,1
2634,NA,NA,,4,258,,NA,NA,Please select the topic you care about the most,Refugees,Tue Aug 17 2021 12:00:43 GMT+0200 (CEST),1629194443774,choice_of_political_topic,1
2634,NA,NA,,4,258,,NA,NA,Germany should open its borders for all refugees,3,Tue Aug 17 2021 12:00:43 GMT+0200 (CEST),1629194443774,rate_statement,1
2634,NA,NA,,4,258,,NA,NA,Call the police or do nothing ?,4,Tue Aug 17 2021 12:00:43 GMT+0200 (CEST),1629194443774,experimental_trial,1
2634,,6029,,4,258,,very bad,very good,How did you feel about your choice ?,4,Tue Aug 17 2021 12:00:43 GMT+0200 (CEST),1629194443774,fit_backstory_fake_rating,1
2634,NA,NA,,4,258,,NA,NA,Which of the following is true about the previous study?,correct,Tue Aug 17 2021 12:00:43 GMT+0200 (CEST),1629194443774,understanding_check,1
2634,NA,NA,,4,258,,NA,NA,Please rate how much you agree or disagree with the following statements:,6,Tue Aug 17 2021 12:00:43 GMT+0200 (CEST),1629194443774,identity_check_Pro ,1
2634,NA,NA,,4,258,,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Tue Aug 17 2021 12:00:43 GMT+0200 (CEST),1629194443774,identity_check_Anti ,1
2634,,8494,,4,258,,NA,NA,Which of the following statements is true?,incorrect,Tue Aug 17 2021 12:00:43 GMT+0200 (CEST),1629194443774,understanding_check2,1
2634,,5636,,4,258,,not at all,very strongly,Please rate how much you agree with the following statement: <br />,6,Tue Aug 17 2021 12:00:43 GMT+0200 (CEST),1629194443774,sympathy_rating,1
2633,NA,NA,19,4,258,male,NA,NA,Please select the topic you care about the most,AfD,Tue Aug 17 2021 11:39:36 GMT+0200 (Mitteleuropäische Sommerzeit),1629193176520,choice_of_political_topic,1
2633,NA,NA,19,4,258,male,NA,NA,AfD winning the next federal election will be good for Germany,-3,Tue Aug 17 2021 11:39:36 GMT+0200 (Mitteleuropäische Sommerzeit),1629193176520,rate_statement,1
2633,NA,NA,19,4,258,male,NA,NA,Call the police or do nothing ?,5,Tue Aug 17 2021 11:39:36 GMT+0200 (Mitteleuropäische Sommerzeit),1629193176520,experimental_trial,1
2633,,6685,19,4,258,male,very bad,very good,How did you feel about your choice ?,3,Tue Aug 17 2021 11:39:36 GMT+0200 (Mitteleuropäische Sommerzeit),1629193176520,fit_backstory_fake_rating,1
2633,NA,NA,19,4,258,male,NA,NA,Which of the following is true about the previous study?,correct,Tue Aug 17 2021 11:39:36 GMT+0200 (Mitteleuropäische Sommerzeit),1629193176520,understanding_check,1
2633,NA,NA,19,4,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,3,Tue Aug 17 2021 11:39:36 GMT+0200 (Mitteleuropäische Sommerzeit),1629193176520,identity_check_Pro ,1
2633,NA,NA,19,4,258,male,NA,NA,Please rate how much you agree or disagree with the following statements:,3,Tue Aug 17 2021 11:39:36 GMT+0200 (Mitteleuropäische Sommerzeit),1629193176520,identity_check_Anti ,1
2633,,23196,19,4,258,male,NA,NA,Which of the following statements is true?,correct,Tue Aug 17 2021 11:39:36 GMT+0200 (Mitteleuropäische Sommerzeit),1629193176520,understanding_check2,1
2633,,14699,19,4,258,male,not at all,very strongly,Please rate how much you agree with the following statement: <br />,1,Tue Aug 17 2021 11:39:36 GMT+0200 (Mitteleuropäische Sommerzeit),1629193176520,sympathy_rating,1
2626,NA,NA,20,2,258,female,NA,NA,Please select the topic you care about the most,Feminism,Tue Aug 17 2021 09:36:55 GMT+0200 (Mitteleuropäische Sommerzeit),1629185815749,choice_of_political_topic,1
2626,NA,NA,20,2,258,female,NA,NA,Feminism is important and beneficial to modern society,5,Tue Aug 17 2021 09:36:55 GMT+0200 (Mitteleuropäische Sommerzeit),1629185815749,rate_statement,1
2626,NA,NA,20,2,258,female,NA,NA,Call the police or do nothing ?,4,Tue Aug 17 2021 09:36:55 GMT+0200 (Mitteleuropäische Sommerzeit),1629185815749,experimental_trial,1
2626,,3983,20,2,258,female,very bad,very good,How did you feel about your choice ?,3,Tue Aug 17 2021 09:36:55 GMT+0200 (Mitteleuropäische Sommerzeit),1629185815749,fit_backstory_fake_rating,1
2626,NA,NA,20,2,258,female,NA,NA,Which of the following is true about the previous study?,correct,Tue Aug 17 2021 09:36:55 GMT+0200 (Mitteleuropäische Sommerzeit),1629185815749,understanding_check,1
2626,NA,NA,20,2,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,5,Tue Aug 17 2021 09:36:55 GMT+0200 (Mitteleuropäische Sommerzeit),1629185815749,identity_check_Pro ,1
2626,NA,NA,20,2,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,4,Tue Aug 17 2021 09:36:55 GMT+0200 (Mitteleuropäische Sommerzeit),1629185815749,identity_check_Anti ,1
2626,,7709,20,2,258,female,NA,NA,Which of the following statements is true?,correct,Tue Aug 17 2021 09:36:55 GMT+0200 (Mitteleuropäische Sommerzeit),1629185815749,understanding_check2,1
2626,,6698,20,2,258,female,not at all,very strongly,Please rate how much you agree with the following statement: <br />,6,Tue Aug 17 2021 09:36:55 GMT+0200 (Mitteleuropäische Sommerzeit),1629185815749,sympathy_rating,1
2625,NA,NA,25,3,258,female,NA,NA,Please select the topic you care about the most,Gun control,Tue Aug 17 2021 09:09:11 GMT+0200 (Mitteleuropäische Sommerzeit),1629184151681,choice_of_political_topic,1
2625,NA,NA,25,3,258,female,NA,NA,Adults should have the right to carry a concealed handgun.,-3,Tue Aug 17 2021 09:09:11 GMT+0200 (Mitteleuropäische Sommerzeit),1629184151681,rate_statement,1
2625,NA,NA,25,3,258,female,NA,NA,Call the police or do nothing ?,2,Tue Aug 17 2021 09:09:11 GMT+0200 (Mitteleuropäische Sommerzeit),1629184151681,experimental_trial,1
2625,,9476,25,3,258,female,very bad,very good,How did you feel about your choice ?,3,Tue Aug 17 2021 09:09:11 GMT+0200 (Mitteleuropäische Sommerzeit),1629184151681,fit_backstory_fake_rating,1
2625,NA,NA,25,3,258,female,NA,NA,Which of the following is true about the previous study?,correct,Tue Aug 17 2021 09:09:11 GMT+0200 (Mitteleuropäische Sommerzeit),1629184151681,understanding_check,1
2625,NA,NA,25,3,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Tue Aug 17 2021 09:09:11 GMT+0200 (Mitteleuropäische Sommerzeit),1629184151681,identity_check_Pro ,1
2625,NA,NA,25,3,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,4,Tue Aug 17 2021 09:09:11 GMT+0200 (Mitteleuropäische Sommerzeit),1629184151681,identity_check_Anti ,1
2625,,13944,25,3,258,female,NA,NA,Which of the following statements is true?,correct,Tue Aug 17 2021 09:09:11 GMT+0200 (Mitteleuropäische Sommerzeit),1629184151681,understanding_check2,1
2625,,19960,25,3,258,female,not at all,very strongly,Please rate how much you agree with the following statement: <br />,6,Tue Aug 17 2021 09:09:11 GMT+0200 (Mitteleuropäische Sommerzeit),1629184151681,sympathy_rating,1
2624,NA,NA,23,2,258,female,NA,NA,Please select the topic you care about the most,Refugees,Mon Aug 16 2021 23:37:58 GMT+0200 (Central European Summer Time),1629149878263,choice_of_political_topic,1
2624,NA,NA,23,2,258,female,NA,NA,Germany should open its borders for all refugees,5,Mon Aug 16 2021 23:37:58 GMT+0200 (Central European Summer Time),1629149878263,rate_statement,1
2624,NA,NA,23,2,258,female,NA,NA,Call the police or do nothing ?,6,Mon Aug 16 2021 23:37:58 GMT+0200 (Central European Summer Time),1629149878263,experimental_trial,1
2624,,3372,23,2,258,female,very bad,very good,How did you feel about your choice ?,7,Mon Aug 16 2021 23:37:58 GMT+0200 (Central European Summer Time),1629149878263,fit_backstory_fake_rating,1
2624,NA,NA,23,2,258,female,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 23:37:58 GMT+0200 (Central European Summer Time),1629149878263,understanding_check,1
2624,NA,NA,23,2,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,7,Mon Aug 16 2021 23:37:58 GMT+0200 (Central European Summer Time),1629149878263,identity_check_Pro ,1
2624,NA,NA,23,2,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,1,Mon Aug 16 2021 23:37:58 GMT+0200 (Central European Summer Time),1629149878263,identity_check_Anti ,1
2624,,8164,23,2,258,female,NA,NA,Which of the following statements is true?,correct,Mon Aug 16 2021 23:37:58 GMT+0200 (Central European Summer Time),1629149878263,understanding_check2,1
2624,,5511,23,2,258,female,not at all,very strongly,Please rate how much you agree with the following statement: <br />,7,Mon Aug 16 2021 23:37:58 GMT+0200 (Central European Summer Time),1629149878263,sympathy_rating,1
2623,NA,NA,21,3,258,female,NA,NA,Please select the topic you care about the most,Feminism,Mon Aug 16 2021 23:08:56 GMT+0200 (CEST),1629148136395,choice_of_political_topic,1
2623,NA,NA,21,3,258,female,NA,NA,Feminism is important and beneficial to modern society,4,Mon Aug 16 2021 23:08:56 GMT+0200 (CEST),1629148136395,rate_statement,1
2623,NA,NA,21,3,258,female,NA,NA,Call the police or do nothing ?,2,Mon Aug 16 2021 23:08:56 GMT+0200 (CEST),1629148136395,experimental_trial,1
2623,,4504,21,3,258,female,very bad,very good,How did you feel about your choice ?,2,Mon Aug 16 2021 23:08:56 GMT+0200 (CEST),1629148136395,fit_backstory_fake_rating,1
2623,NA,NA,21,3,258,female,NA,NA,Which of the following is true about the previous study?,correct,Mon Aug 16 2021 23:08:56 GMT+0200 (CEST),1629148136395,understanding_check,1
2623,NA,NA,21,3,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,6,Mon Aug 16 2021 23:08:56 GMT+0200 (CEST),1629148136395,identity_check_Pro ,1
2623,NA,NA,21,3,258,female,NA,NA,Please rate how much you agree or disagree with the following statements:,2,Mon Aug 16 2021 23:08:56 GMT+0200 (CEST),1629148136395,identity_check_Anti ,1
2623,,16119,21,3,258,female,NA,NA,Which of the following statements is true?,correct,Mon Aug 16 2021 23:08:56 GMT+0200 (CEST),1629148136395,understanding_check2,1
2623,,6574,21,3,258,female,not at all,very strongly,Please rate how much you agree with the following statement: <br />,6,Mon Aug 16 2021 23:08:56 GMT+0200 (CEST),1629148136395,sympathy_rating,1
2622,NA,NA,27,4,258,male,NA,NA,Please select the topic you care about the most,Refugees,Mon Aug 16 2021 22:43:24 GMT+0200 (Central European Summer Time),1629146604475,choice_of_political_topic,1
2622,NA,NA,27,4,258,male,NA,NA,Germany should open its borders for all refugees,-5,Mon Aug 16 2021 22:43:24 GMT+0200 (Central European Summer Time),1629146604475,rate_statement,1
